,normal_percentiles,playtime_percentiles
0.606,0.6617590516988067,0.6813510507709702
0.607,0.6619813886557587,0.6813510507709702
0.608,0.6622245878079698,0.6813510507709702
0.609,0.662391699923766,0.6813510507709702
0.61,0.662391699923766,0.6813510507709702
0.611,0.662391699923766,0.6813510507709702
0.612,0.662391699923766,0.6813510507709702
0.613,0.662391699923766,0.6813510507709702
0.614,0.662391699923766,0.6813510507709702
0.615,0.662391699923766,0.6813510507709702
0.616,0.662391699923766,0.6813510507709702
0.617,0.662391699923766,0.6813510507709702
0.618,0.662391699923766,0.6813510507709702
0.619,0.662391699923766,0.6813510507709702
0.62,0.662391699923766,0.6813510507709702
0.621,0.662391699923766,0.6813510507709702
0.622,0.662391699923766,0.6813510507709702
0.623,0.662391699923766,0.6813510507709702
0.624,0.662391699923766,0.6813510507709702
0.625,0.662391699923766,0.6813510507709702
0.626,0.662391699923766,0.6813510507709702
0.627,0.662391699923766,0.6813510507709702
0.628,0.662391699923766,0.6813510507709702
0.629,0.6624405296395323,0.6813510507709702
0.63,0.6626931996120355,0.6813510507709702
0.631,0.6628844744966179,0.6813510507709702
0.632,0.6630635058790597,0.6813510507709702
0.633,0.6633104442451548,0.6813510507709702
